id,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
911,12.4,6,3.1,0.3,6.5,0.112,-3,-0.7
912,25.6,11.5,7.7,1.2,37.4,0.168,1.4,9.1
913,,,,,,,,
914,4.9,1.1,0.5,0.4,-0.1,-0.024,-5.2,-0.1
915,15.7,6.9,4,1,2.6,0.068,-1.7,0.2
916,20.2,10,2,1.3,3.6,0.035,-1.7,0.4
917,19.2,5.4,2.3,1,3.1,0.026,-3.7,-2.4
918,16.2,5.9,2.8,0.5,7.8,0.061,-3.6,-2.4
919,31.5,16.8,4.9,1.9,48.5,0.126,1.8,17.7
920,19.8,9.7,2.5,0.9,18.4,0.068,-1.3,2.4
921,20.2,9.4,4,0.8,20.4,0.092,-1.9,0.4
922,4.3,1.2,0.7,0.8,0,0.003,-3.7,0
923,22.5,11,2.3,3,27.8,0.096,0.5,8.6
924,27.8,10.8,2.9,4.6,36.8,0.073,-0.9,6.5
925,21.6,7.9,2.6,1.4,18.2,0.074,-0.1,5.7
926,22.4,8.2,2.4,2.1,14.7,0.09,0.1,4.2
927,15.4,4.7,3.9,0.5,5.5,0.037,-4.6,-4.6
928,18.4,5.6,4.2,0.4,20.3,0.086,-2.5,-1.4
929,20,8.7,3.6,0.8,13.6,0.08,-2.3,-0.7
930,16.8,5.2,4.4,0.6,26.1,0.121,-2,0.1
931,9.9,3.3,1.9,0.2,0.9,0.083,-4.4,-0.3
932,29.3,13.5,8.8,2.2,76,0.15,1.1,19.2
933,17,8,1.4,1,2.2,0.04,-2.9,-0.6
934,13.3,3.4,1.2,1.4,0.8,0.024,-3,-0.4
935,21.6,8.7,4.5,0.8,42.8,0.125,-0.8,5.1
936,20.4,9.6,2.4,1.1,30.1,0.084,-0.4,6.9
937,,,,,,,,
938,23,10.1,5.6,1.1,48.8,0.124,-0.1,9
939,17,4.7,3.7,1.3,19.2,0.115,0.3,4.7
940,14.9,4.8,1.4,2.4,5.6,0.102,-0.4,1.1
941,12.4,5.3,1.2,0.7,3.3,0.064,-1.8,0.1
942,34.8,17.8,3.5,4.6,41.9,0.069,-0.3,12.4
943,11.6,4,0.9,1.9,-0.2,-0.007,-4.3,-0.6
944,8.5,2.8,2.1,0.1,0.5,0.155,-0.7,0
945,1.2,0,0.2,0,-0.2,-1.264,-52,-0.1
946,1.5,0,0.7,0,0,0.155,5.2,0
947,24.1,13.9,2.2,3.4,65.7,0.116,1.4,23.2
948,,,,,,,,
949,12.5,5,1.5,0.8,0.5,0.068,-1.6,0
950,16.2,4.6,2.3,0.8,3,0.062,-2.1,0
951,22.1,10.1,5.4,1.4,19.2,0.074,-0.8,3.8
952,27.6,10.1,4.6,1.5,19.4,0.069,-1.6,1.4
953,9.2,2.1,1.9,0.7,0,0.004,-5.1,-0.2
954,,,,,,,,
955,11.9,2.5,1.5,1.2,-0.7,-0.022,-4.6,-1
956,5.8,2.8,1.2,0.2,0.2,0.102,-0.5,0
957,13.2,3.8,3.6,0.4,2.5,0.106,-1.9,0
958,21.1,7,5.4,1.2,55.3,0.145,0.3,10.6
959,25.7,9.9,7.9,1.1,61.3,0.142,0.4,12.7
960,3.6,1.9,0.7,0.1,0.1,0.042,-5.6,-0.1
961,,,,,,,,
962,7.8,2.7,1,0.5,-0.2,-0.043,-5.3,-0.2
963,28.7,14.3,4.6,1.2,18.9,0.057,-1.6,1.5
964,33.7,19.1,8.1,1.9,115.7,0.153,1.7,33.4
965,20.4,7.5,2.1,1.4,-1.4,-0.021,-5,-2.4
966,19.7,7.7,4.8,0.9,13,0.078,-1.2,1.7
967,15.5,4.5,4.3,0.5,9.9,0.085,-3,-1.5
968,35.5,18.8,4.3,4.7,37.4,0.155,3.6,16.3
969,25.6,10.3,2.2,2.8,23.5,0.058,-1.2,3.8
970,31.7,16.3,5.8,2.1,60.7,0.086,0.7,22.8
971,5.8,2.1,1.4,0.3,0.5,0.046,-4.6,-0.3
972,5.5,2.2,1.6,0,0.3,0.052,-5.1,-0.2
973,25.5,12.8,2,2,63.7,0.128,0.6,16
974,11.6,3,2.6,0.3,3.9,0.055,-4.1,-1.8
975,21.9,5.7,3.7,1.4,39.3,0.099,0.6,12.4
976,23,7.8,2.8,1.6,30.4,0.127,1.6,10.6
977,9.4,2.2,1.9,0.2,0.1,0.005,-5,-0.5
978,15.4,5.9,2,0.4,6.2,0.064,-1.6,0.5
979,17.1,5.6,3,0.7,6.7,0.06,-2.2,-0.3
980,9.4,3.9,2.4,0.2,0.5,0.025,-4.8,-0.7
981,10.7,4.1,1.1,0.7,0,0,-3.5,-0.6
982,13.9,4,3.5,0.6,7.2,0.113,0.1,1.6
983,29.9,9.8,4.5,7.9,61.8,0.104,1.2,23.2
984,15.2,5.6,1.8,2.8,0,-0.001,-3.3,-1
985,17.5,5.2,4.9,0.5,9.1,0.097,-2,0
986,31.9,14.8,4.4,6.3,104.6,0.154,3.1,41.8
987,18,7.6,1.9,1.1,9.2,0.06,-1.5,1
988,19.5,7.7,1.9,2.9,13.9,0.068,-0.5,3.7
989,15,4.9,1.5,3.4,4.3,0.039,-2,0.1
990,6.2,2.1,0.6,0.2,-0.9,-0.089,-9.4,-0.9
991,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.4,-1.7
992,12.1,3.2,3.4,0.4,3.2,0.084,-3.3,-0.6
993,8.7,2.7,1,0.5,0.8,0.062,-3.2,-0.2
994,12.1,4.7,1.3,0.3,14.5,0.123,0.8,4
995,11,3,2.3,0.4,5,0.078,-4,-1.6
996,8.6,2.6,1.9,0.4,0.5,0.035,-4.2,-0.4
997,29,7.1,5.6,1.5,40,0.085,-0.7,7.2
998,16.9,7.6,3.9,0.8,16,0.113,-1.2,1.4
999,9.5,3.2,1.6,0.5,1.1,0.06,-4.1,-0.5
1000,5.4,1.4,1.9,0.1,0,0.06,-5.9,0
1001,11.6,2.7,1.8,1,0.4,0.024,-3.1,-0.2
1002,,,,,,,,
1003,5.8,1.6,1.2,0.1,0.3,0.101,-2.7,0
1004,23.5,7.8,2,2,16,0.082,-1,2.4
1005,6.6,1.9,0.7,0.3,0.2,0.056,-3,0
1006,,,,,,,,
1007,12.8,4.3,2.7,0.3,1.5,0.056,-4.6,-0.9
1008,10.5,2.1,1,1.8,0.1,0.008,-3,-0.2
1009,28.1,13.4,7.1,2.2,95.4,0.15,1.9,29.9
1010,,,,,,,,
1011,13.9,6.2,3.8,0.3,12,0.174,-1.6,0.3
1012,11.8,3.7,2.2,0.3,10.4,0.081,-4.1,-3.2
1013,5.2,1,1.4,0,-0.1,-0.056,-9.1,-0.2
1014,3,0.8,0.3,0.2,0,0.033,-2.9,0
1015,,,,,,,,
1016,7.5,2.5,1.2,0.2,0.8,0.072,-2.3,0
1017,,,,,,,,
1018,,,,,,,,
1019,,,,,,,,
1020,,,,,,,,
1021,5.7,1.7,1,0.2,-0.2,-0.07,-8.5,-0.3
1022,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.8,-0.2
1023,19.3,8,6.2,0.5,7.3,0.174,-0.4,0.8
1024,36.8,27.2,7.1,4.3,155.2,0.216,6.8,76.4
1025,32.2,13.7,8.2,3.3,100.3,0.157,2.9,37.9
1026,32,14.8,3,5.6,86.8,0.136,2.5,34.8
1027,29,12.6,4.3,1.5,50.3,0.079,-1.4,4.8
1028,22.2,7.9,4.9,0.7,3.1,0.025,-4.3,-3.5
1029,22.9,8.7,2.8,1.5,22.5,0.058,-1.6,2
1030,16.2,7,3.6,0.5,26.2,0.181,2.3,7.5
1031,27.7,8.8,9,2.8,61.9,0.159,2.5,20.9
1032,22.7,8.7,5.7,1.9,22.6,0.07,-1.1,3.4
1033,12.7,3.9,1,1.6,1.6,0.032,-3.9,-1.1
1034,29.3,12.8,5.8,1.8,68.9,0.104,0.5,20
1035,13.2,3.9,2.3,0.8,3.9,0.061,-0.5,1.2
1036,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.2
1037,27.5,12.6,2.9,3.6,28.7,0.077,-0.9,4.9
1038,22.8,11.4,2,1,18.6,0.054,-2.2,-0.8
1039,14.4,4.2,3.4,0.3,3,0.073,-3.1,-0.6
1040,22.7,9.7,2.1,1.7,30.5,0.075,-1.3,3.3
1041,16.4,5.3,2.4,1.8,0.1,0.002,-4.2,-1
1042,16.3,6.1,3.4,0.7,14.1,0.067,-2.9,-2.4
1043,18.3,6.4,2.1,0.7,4.9,0.039,-2.7,-1.1
1044,22.3,7.3,3.2,1.5,43,0.103,0.2,11
1045,30,12.5,5.3,1.8,29,0.069,-1.3,3.5
1046,24,9.1,2.4,2.2,14.2,0.114,1.7,5.6
1047,9.5,3.1,1.2,0.3,0,0.005,-6.1,-0.4
1048,20.8,9.7,1.7,3,19.2,0.069,-1.2,2.7
1049,27.3,10.8,2.9,1.8,33.5,0.077,-1.5,2.4
1050,19.2,7.9,5,1.2,25.3,0.178,1.1,5.4
1051,8.4,4.1,1,0.3,0.4,0.045,-4.5,-0.3
1052,,,,,,,,
1053,22.5,10.8,4.9,0.7,35.9,0.149,-0.3,5
1054,7.4,2,0.8,0.8,0.4,0.043,-2.8,-0.1
1055,3,1.1,0.9,0.2,-0.1,-0.084,-5.4,0
1056,10.3,4.1,3.4,0.4,0.8,0.148,0.5,0.2
1057,21.1,8,4.4,0.9,18.6,0.082,-2.6,-1.7
1058,8.3,3.1,1.8,0.3,0,0,-5.2,-0.3
1059,19.1,5.4,3.9,2.1,18.5,0.107,0.3,4.7
1060,8.2,2.3,2,0.3,0.9,0.038,-5.7,-1.1
1061,,,,,,,,
1062,2.8,0.6,0,0.2,-0.1,-0.226,-19.4,-0.1
1063,11.1,1.9,2.8,0.4,0.7,0.045,-5.7,-0.7
1064,18.5,5,5.5,0.5,0.1,0.147,-4.7,0
1065,,,,,,,,
1066,,,,,,,,
1067,,,,,,,,
1068,18.9,5.2,3.3,0.2,0.3,0.041,-4.4,-0.2
1069,15.6,2.7,3.4,1.2,4.1,0.037,-2.1,-0.1
1070,32.2,14,7.4,3.4,85.3,0.143,3.1,36.5
1071,12.1,3.4,3.7,0.7,6.2,0.077,-3.6,-1.5
1072,,,,,,,,
1073,0,0,0,0,0,,,0
1074,4.4,1.6,0.6,0.6,-0.1,-0.066,-7.5,-0.1
1075,3.2,1.2,0.4,0.1,-0.2,-0.203,-10.3,-0.1
1076,,,,,,,,
1077,,,,,,,,
1078,23.3,10.3,2.7,4.1,28.8,0.086,-0.7,5.2
1079,,,,,,,,
1080,,,,,,,,
1081,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.6,-0.2
1082,,,,,,,,
1083,31.7,18.2,3.3,5.4,44.2,0.1,1.4,18.5
1084,22.8,12.4,4.7,1.3,15.6,0.054,-1.7,0.9
1085,30.9,13.8,3.1,2.9,21.8,0.062,-0.9,4.7
1086,34.7,22.8,7.4,8.4,106.5,0.144,4.3,55.8
1087,30.9,17.6,10.7,2.4,88.6,0.17,3.4,34
1088,29.9,15.6,4.8,1.9,64.1,0.141,1.8,20.8
1089,32.4,16.4,2.4,2.8,36.3,0.072,-0.6,8.7
1090,11.1,4.2,1.8,0.7,0.5,0.03,-3.6,-0.3
1091,23.4,9.5,1.8,3.9,47.7,0.1,-0.7,7.6
1092,30.2,16.4,6.2,1.4,71.5,0.131,1.3,21.7
1093,21.3,8.4,2.1,2.9,18.6,0.072,-1.6,1.1
1094,25.2,8.9,6.6,1.1,23.8,0.077,-2.6,-2.4
1095,22,6.8,2.9,1,11.2,0.051,-1.4,1.6
1096,15.2,7.1,4.3,0.7,5.8,0.072,-1.6,0.4
1097,21.9,8.7,4.9,0.8,49,0.114,-1.1,4.7
1098,15.1,7.9,4.1,0.7,25.8,0.116,-2.2,-0.6
1099,24.8,10,6.3,1.3,35.9,0.105,-1.1,3.5
1100,17,8,5.3,0.4,42.4,0.146,0.1,7.4
1101,22.3,9.5,6.8,0.8,21.9,0.088,-1.8,0.5
1102,13.3,5.3,3.9,0.5,7.5,0.093,-2.8,-0.8
1103,25.8,12.3,5.3,0.9,46.7,0.134,1,12.8
1104,27.1,9.6,2.6,1.7,39.3,0.086,-0.6,7.9
1105,16.4,5.7,5,0.5,28.3,0.12,-1.3,2
1106,27.6,12.1,7.2,0.8,72.8,0.14,0.5,15.8
1107,30.6,11.1,5.1,3.5,63.5,0.109,1.7,26.1
1108,27.2,10.7,3,3.1,69.1,0.14,1.2,19.3
1109,17.8,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4
1110,16.8,6.1,2.4,0.7,1.5,0.017,-2.8,-0.9
1111,15.3,5.9,3.2,0.6,3.8,0.087,-2.1,0
1112,6.5,1.9,1.4,0.3,0.1,0.027,-4.3,-0.1
1113,24.9,12.6,6.7,0.7,18.8,0.134,-0.7,2.2
1114,2.5,1,0.4,0,-0.1,-0.131,-10.1,0
1115,11.4,2.6,3.9,0.4,2.9,0.092,-2.7,-0.3
1116,26.7,8.9,2.5,3.7,32.3,0.09,-0.6,5.9
1117,26.7,9.1,10.3,1,94.4,0.173,1.3,21.9
1118,19.6,5.3,7.1,0.6,20.9,0.109,-1.9,0.1
1119,23.3,6.4,4.1,0.9,26,0.078,-1.5,2
1120,18.9,5,2.2,1.6,1.5,0.051,-1.1,0.3
1121,18.2,6.5,2.2,1.4,0,0.001,-4.2,-1.8
1122,19.7,7.1,2.1,1.1,5.4,0.059,-2.2,-0.2
1123,9.6,2.8,2.4,0.5,0.2,0.02,-4.4,-0.3
1124,8.2,2.4,0.9,0.8,0,0.006,-5.1,-0.2
1125,2.7,0.4,0.3,0.3,-0.1,-0.158,-9.1,0
1126,,,,,,,,
1127,27.9,13.7,3.1,4.8,56.3,0.109,0.6,16.3
1128,,,,,,,,
1129,16.7,6,2.2,0.8,5,0.079,-1.8,0.2
1130,7.6,2.4,1.2,0.5,0.8,0.086,-2,0
1131,,,,,,,,
1132,,,,,,,,
1133,,,,,,,,
1134,7.5,2.2,1.5,0.2,1.3,0.059,-5.2,-0.8
1135,,,,,,,,
1136,,,,,,,,
1137,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.2,-0.6
1138,3.8,0.9,1,0.1,0.2,0.096,-2.8,0
1139,,,,,,,,
1140,11.5,4.5,2,0.5,0,0.037,-2.7,0
1141,,,,,,,,
1142,13.4,3.8,2.8,0.4,1.8,0.094,-3.6,-0.4
1143,32.9,19.8,8.2,4.1,79.3,0.16,3.4,32.5
1144,10.5,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4
1145,34.6,24.9,5.6,6.8,149.6,0.22,6.8,72
1146,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1
1147,30.3,11.1,4.2,7.6,41.6,0.099,0.6,13.4
1148,22.9,9.2,1.9,3.9,-1.1,-0.015,-4,-1.9
1149,34.3,24.3,4.6,6.5,120.2,0.203,6.5,60.9
1150,18.8,7.9,5.8,0.8,16.4,0.102,-2,0
1151,34.3,20.8,4.4,3.9,83.7,0.123,0.7,22.6
1152,30.3,14.1,3,5.7,29.9,0.085,0.8,11.8
1153,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6
1154,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6
1155,16.9,6.7,4.2,0.4,20.2,0.134,-2,0
1156,13.9,4.4,3,0.5,2.9,0.038,-2.8,-0.8
1157,14.1,5.2,2.6,0.7,4.5,0.053,-2,0
1158,20.5,7.7,3.6,2.1,27.5,0.086,0.5,9.5
1159,33.2,16.2,4,6.4,56.4,0.097,1.5,24.6
1160,29.2,12.7,2.7,6,42.1,0.126,1.4,13.6
1161,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3
1162,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8
1163,29.3,12.5,2.7,5,49.9,0.115,0.5,13.4
1164,13.4,3.2,2.2,0.7,0.2,0.011,-3.6,-0.4
1165,20.3,7.9,4,1.1,19.6,0.078,-0.8,3.5
1166,18.2,7.4,4.2,0.8,0.6,0.008,-4,-1.8
1167,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4
1168,24.5,9,6.1,1,58.9,0.129,-0.7,7.1
1169,23.7,8.9,4.2,1.3,29.5,0.104,0,6.7
1170,20.9,8,2.1,1.1,21.1,0.063,-1.5,2.2
1171,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2
1172,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.2,-0.6
1173,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2
1174,12.1,5.4,1.7,0.7,0.2,0.014,-3.7,-0.3
1175,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1
1176,,,,,,,,
1177,9.9,3.3,1,0.3,-0.1,-0.008,-5.8,-0.8
1178,15.9,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1
1179,16.6,6.8,5.1,0.8,19,0.129,-1.2,1.4
1180,10.5,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8
1181,17.8,6.2,4,0.8,25.8,0.109,-1,2.9
1182,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4
1183,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2
1184,27.4,8.8,4.3,3.5,34.5,0.115,1.1,11.4
1185,23.4,11.9,2.8,1.4,20,0.085,0.2,6.2
1186,19.7,7.9,3,1.2,13.9,0.083,-0.5,2.9
1187,15.6,4.6,1.9,2.7,2.6,0.063,-0.5,0.8
1188,25.3,8.7,3.4,1.6,49.1,0.114,1.9,20.2
1189,,,,,,,,
1190,4,1.3,0.3,0.1,0,-0.039,-8.1,-0.1
1191,,,,,,,,
1192,,,,,,,,
1193,,,,,,,,
1194,15.1,5.8,1.4,2.2,4.7,0.058,-1.3,0.7
1195,11.9,3.8,1.8,1.7,2.4,0.081,-0.7,0.5
1196,,,,,,,,
1197,20.7,9.2,1.7,2.3,35.3,0.1,0.1,9
1198,,,,,,,,
1199,,,,,,,,
1200,10.4,4.7,1.4,1.2,0.2,0.016,-2.1,0
1201,,,,,,,,
1202,,,,,,,,
1203,35.6,19.1,4.3,9.1,44.1,0.097,2.4,24
1204,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5
1205,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14
1206,22.1,7,3.2,1.1,10.7,0.038,-1.6,1.2
1207,29.8,19.6,10.2,3,46.8,0.115,2.4,21.6
1208,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8
1209,27.4,13,8.2,2.1,50.4,0.137,1.4,15.3
1210,24.9,7.5,6,1.2,27.6,0.075,-0.6,6.5
1211,31.1,15.6,4.5,3.5,60.1,0.126,2,22.8
1212,33.6,20.4,6.4,3.6,76.6,0.149,4.1,38
1213,10,3.1,3.3,0.5,9.6,0.135,0.1,1.8
1214,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7
1215,19.1,5.9,6.4,0.7,43.3,0.151,-0.2,6.2
1216,20.8,6.7,3.9,1,31.9,0.102,0,7.4
1217,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1
1218,14,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1
1219,15.2,5.9,3.5,0.6,5.9,0.044,-4.3,-3.6
1220,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8
1221,27.5,11,2.8,1.7,17.2,0.045,-2.4,-1.8
1222,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8
1223,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2
1224,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1
1225,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2
1226,16,3.8,3.4,0.7,0,-0.001,-3.7,-0.3
1227,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1
1228,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3
1229,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3
1230,23.7,9,2.5,4.8,12.6,0.064,-1.2,1.8
1231,10.6,2.8,2.5,0.5,1,0.093,-3.5,-0.2
1232,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3
1233,6.8,2,1.3,0.2,-0.1,-0.041,-11.6,-0.2
1234,6.9,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5
1235,24.7,12.6,10.8,0.6,52,0.197,2.5,14.5
1236,8.5,3.3,1,1.2,-0.1,-0.015,-4.1,-0.2
1237,20.4,7.6,4.6,1.8,20,0.104,0.3,5.4
1238,,,,,,,,
1239,7.8,0.8,0.6,1.2,-0.2,-0.225,-13,-0.1
1240,4.8,1.6,0.2,0.6,-0.2,-0.314,-13.2,-0.1
1241,23.6,6.8,4.3,1.6,10.5,0.084,-0.3,2.6
1242,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3
1243,10.7,2.9,1.9,0.4,0.7,0.089,-3.3,-0.1
1244,,,,,,,,
1245,11.3,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5
1246,7.6,2.8,2,0.3,1.7,0.168,-1,0.1
1247,,,,,,,,
1248,2,0,0,0,0,-0.009,-15,0
1249,,,,,,,,
1250,,,,,,,,
1251,,,,,,,,
1252,7,1.5,2.3,0.2,0,0.01,-4.4,-0.1
1253,,,,,,,,
1254,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3
1255,7,2.3,1,0.7,0,-0.047,-6,0
1256,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,0
1257,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9
1258,4.8,0.6,0.8,0.1,0,0.013,-7.3,-0.2
1259,3.4,1.6,0.4,0,0.1,0.142,-2,0
1260,5.2,2,1,0.2,0.3,0.057,-7.1,-0.3
1261,,,,,,,,
1262,,,,,,,,
1263,34,23.1,3.8,5.7,72,0.166,4.5,34.2
1264,20.7,8.9,4,0.7,14.1,0.076,-1.6,0.8
1265,21.5,11.2,7.8,0.9,52.8,0.157,-0.1,7.6
1266,26.8,9,8.4,1,47.6,0.117,-1.7,1.4
1267,26.1,13.4,9.5,1.2,67.4,0.178,1.1,14.3
1268,15.2,3.6,3.5,0.6,4,0.078,-2.6,-0.4
1269,19.9,5.2,6.1,0.6,29.4,0.096,-2.6,-2.2
1270,29.3,14,3.1,3.9,11.6,0.042,-1.6,1.4
1271,33.3,19.5,3.8,5.3,59.6,0.116,2.8,29.8
1272,13.3,6,1,1.4,2.2,0.033,-2.5,-0.4
1273,32.9,19.5,3.5,2.3,48.5,0.11,0.8,14.9
1274,23,10.6,3.5,2,26,0.087,-0.5,5.3
1275,24.8,10.9,5.2,1.6,27.1,0.073,-1.4,2.8
1276,27.1,12.4,4.6,1.5,36.4,0.09,-0.5,7.1
1277,31.3,19.2,6.4,2.9,83.3,0.222,6.9,40.4
1278,30.9,16.9,10.4,2.7,58.9,0.124,2.2,24.3
1279,24.9,7.2,3.3,1.8,12.9,0.054,-1.7,0.9
1280,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8
1281,31.4,16.4,6.2,2.3,58.4,0.119,1.1,18.3
1282,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5
1283,9.9,3.3,1,1.2,-0.8,-0.047,-6,-0.8
1284,24.5,11.4,8.1,1,38.8,0.159,0.5,7.5
1285,24.2,12.3,5.9,1.3,20.8,0.129,1.6,7.1
1286,25.6,13.1,3,4.3,33.5,0.089,0,9.1
1287,17.3,8,2.1,1.4,3.3,0.046,-1.6,0.4
1288,13.9,5.9,2.8,0.8,3,0.069,-0.1,1
1289,8.3,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1
1290,22.3,7,2,2.7,3,0.018,-4.1,-4.1
1291,22.2,7.1,2.6,3,28.7,0.085,-1.1,3.9
1292,33.1,17.7,5.3,4.1,93.6,0.196,4.7,38.3
1293,29.1,15,3.6,1.6,33,0.09,-0.9,4.8
1294,6.8,2,0.8,0.2,-0.3,-0.093,-8.7,-0.2
1295,21.9,6.5,2.9,0.8,10,0.062,-2.5,-0.9
1296,18.4,6.6,2,3.1,10.3,0.059,-1.9,0.1
1297,5,1.2,1,0.4,-0.1,-0.049,-5.1,-0.1
1298,14.8,4.6,3.6,0.3,1.3,0.101,-2.1,0
1299,5,2.4,1,0.1,0,0.004,-5.7,-0.1
1300,30.1,12.7,4.5,2.7,28.9,0.105,1.1,10.2
1301,9.9,3.6,2.6,0.2,0.3,0.014,-7,-1.3
1302,15.8,6.4,3.8,0.8,13.2,0.107,-0.7,2
1303,11.1,3.3,1,1.4,-0.3,-0.01,-5.1,-1.2
1304,19.1,8.2,2.7,1,16.8,0.11,0.4,4.5
1305,14.8,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1
1306,12.1,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8
1307,11.8,3.5,3,0.3,2.1,0.116,-0.4,0.4
1308,9.7,4,0.7,0.5,0,0.003,-5,-0.3
1309,4.5,1.4,0.9,0.5,0.1,0.06,-0.3,0
1310,3,0,1,0,0,-0.005,-7.7,0
1311,7.8,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6
1312,17.8,4.8,4.8,1,13.8,0.096,-2.1,-0.1
1313,,,,,,,,
1314,5.9,2,1.5,0.2,0.5,0.161,1.2,0.1
1315,10.8,2,1.4,0.7,1.6,0.04,-2.2,-0.1
1316,,,,,,,,
1317,21,7.9,2,1.8,14.8,0.057,-1.9,0.2
1318,,,,,,,,
1319,,,,,,,,
1320,,,,,,,,
1321,,,,,,,,
1322,28.3,17.7,2.4,4.8,45.3,0.14,2.1,16.1
1323,34.4,23.8,10.2,2.3,91.3,0.211,6,42.1
1324,24.6,8.4,5.4,1.2,21,0.092,-1.8,0.6
1325,34.8,22.1,4.1,4.2,48.8,0.104,1.7,21
1326,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4
1327,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6
1328,36.3,24.6,4.2,6.6,94.1,0.175,4.7,43.7
1329,31.8,14.1,5.1,1.8,44.8,0.091,-0.8,7.1
1330,24.8,11.2,2.8,1.3,23.4,0.068,-0.9,4.5
1331,29.6,13.8,13.3,1.4,67.7,0.153,1.3,17.7
1332,24.2,8.8,2.1,2.2,13.9,0.042,-3.1,-4.2
1333,16,5.6,3.9,0.9,15.5,0.104,-1.4,1.1
1334,20.8,10.1,3.6,1.6,26.8,0.108,0.6,7.9
1335,19.3,5,1.6,4.9,1,0.015,-3.5,-1.1
1336,19.7,7.6,5.3,1.1,20.7,0.113,-0.5,3.4
1337,22.6,6.9,3.5,0.9,23,0.079,-0.8,4.1
1338,3,0,0,0,0,-0.121,-16.9,0
1339,17.5,6.9,4.4,0.9,17.1,0.113,-2,0
1340,23.8,10.4,5.7,1,14.7,0.127,0.5,3.6
1341,14.3,6,3,0.4,3.8,0.045,-3.6,-1.6
1342,28.6,14.3,2.7,2.6,30.5,0.079,-0.9,4.9
1343,24.3,10.8,7.5,1.8,15.3,0.113,-0.4,2.7
1344,6,1.2,0.5,0,0,0.021,-7.6,-0.1
1345,12.8,5,1.5,0.8,3,0.065,-1.9,0.1
1346,7.2,2.3,0.7,0.5,0.2,0.017,-5.7,-0.6
1347,21.2,11.1,2.5,3,-1.3,-0.021,-3.4,-1.1
1348,16.4,4.9,4.5,0.5,10.6,0.09,-1.9,0.2
1349,12.4,3.6,3.1,0.2,1.7,0.113,-2.8,-0.1
1350,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6
1351,10,2.4,1,1.5,-0.9,-0.045,-6.5,-1
1352,14.1,4.2,4.3,0.4,5.9,0.119,-2,0
1353,19.4,6.1,2,0.8,1.3,0.024,-4.2,-1.5
1354,22.2,6.9,2.9,4.1,17.9,0.1,-0.9,2.4
